Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
16.140	0.45	0.09	0.86
16.160	0.45	0.11	0.86
16.180	0.45	0.12	0.87
16.200	0.46	0.14	0.74
16.220	0.46	0.15	0.85
16.240	0.46	0.18	0.98
16.260	0.47	0.19	0.75
16.280	0.47	0.21	0.75
16.300	0.47	0.22	0.76
16.320	0.48	0.24	0.64
16.340	0.48	0.25	0.64
16.360	0.49	0.26	0.65
16.380	0.49	0.27	0.54
16.400	0.50	0.28	0.43
16.420	0.51	0.29	0.43
16.440	0.51	0.30	0.44
16.460	0.52	0.31	0.34
16.480	0.52	0.31	0.01
16.500	0.53	0.31	1.39
16.520	0.54	0.37	1.70
16.540	0.54	0.38	-1.07
16.560	0.55	0.33	-1.28
16.580	0.56	0.33	0.14
16.600	0.56	0.33	-0.30
16.620	0.57	0.31	-0.72
16.640	0.58	0.30	0.34
16.660	0.58	0.33	0.19
16.680	0.59	0.31	-0.90
16.700	0.60	0.29	-0.55
16.720	0.60	0.29	0.98
16.740	0.61	0.33	1.10
16.760	0.61	0.33	-1.79
16.780	0.62	0.26	-2.39
16.800	0.62	0.24	-0.76
16.820	0.63	0.23	-0.61
16.840	0.63	0.21	-0.97
16.860	0.64	0.19	-0.98
16.880	0.64	0.17	-0.88
16.900	0.65	0.16	-0.76
16.920	0.65	0.14	0.58
16.940	0.65	0.18	0.49
16.960	0.66	0.16	-4.00
16.980	0.66	0.02	-2.88
17.000	0.66	0.05	2.07
17.020	0.66	0.10	-0.59
17.040	0.66	0.02	-2.46
17.060	0.66	0.00	-2.59
17.080	0.66	-0.08	-2.87
17.100	0.66	-0.11	1.85
17.120	0.66	-0.01	0.73
17.140	0.66	-0.08	-4.26
17.160	0.65	-0.18	-1.23
17.180	0.65	-0.13	0.69
17.200	0.65	-0.15	-1.07
17.220	0.64	-0.17	-1.20
17.240	0.64	-0.20	-0.98
17.260	0.64	-0.21	-0.75
17.280	0.63	-0.23	-2.05
17.300	0.63	-0.30	-2.17
17.320	0.62	-0.31	0.67
17.340	0.61	-0.27	0.41
17.360	0.61	-0.30	-0.71
17.380	0.60	-0.30	0.19
17.400	0.60	-0.29	-0.82
17.420	0.59	-0.33	-1.39
17.440	0.58	-0.35	-0.13
17.460	0.58	-0.34	0.22
17.480	0.57	-0.34	-1.29
17.500	0.56	-0.39	-1.48
17.520	0.55	-0.40	0.96
17.540	0.55	-0.35	1.16
17.560	0.54	-0.35	-0.01
17.580	0.53	-0.35	0.10
17.600	0.53	-0.34	0.22
17.620	0.52	-0.34	0.11
17.640	0.51	-0.34	0.08
17.660	0.51	-0.34	0.43
17.680	0.50	-0.32	0.44
17.700	0.49	-0.32	0.31
17.720	0.49	-0.31	0.54
17.740	0.48	-0.30	0.54
17.760	0.48	-0.29	0.52
17.780	0.47	-0.28	0.75
17.800	0.46	-0.26	0.76
17.820	0.46	-0.25	0.64
17.840	0.45	-0.23	0.75
17.860	0.45	-0.22	0.86
17.880	0.45	-0.20	0.86
17.900	0.44	-0.18	0.85
17.920	0.44	-0.16	0.96
17.940	0.44	-0.14	1.08
17.960	0.43	-0.12	0.97
17.980	0.43	-0.10	0.95
18.000	0.43	-0.08	1.18
18.020	0.43	-0.06	1.20
18.040	0.43	-0.04	0.97
18.060	0.43	-0.02	0.96
18.080	0.43	0.00	1.08
18.100	0.43	0.02	0.97
18.120	0.43	0.04	0.95
18.140	0.43	0.06	1.18
18.160	0.43	0.09	1.19
18.180	0.43	0.11	1.07
18.200	0.43	0.13	1.08
18.220	0.44	0.15	0.97
18.240	0.44	0.17	0.86
18.260	0.44	0.19	0.86
18.280	0.45	0.21	0.87
18.300	0.45	0.22	0.76
18.320	0.46	0.24	0.63
18.340	0.46	0.25	0.86
18.360	0.47	0.27	0.88
18.380	0.47	0.28	0.53
18.400	0.48	0.29	0.64
18.420	0.48	0.31	0.77
18.440	0.49	0.32	0.54
18.460	0.50	0.33	0.44
18.480	0.50	0.34	0.34
18.500	0.51	0.34	0.01
18.520	0.52	0.34	1.39
18.540	0.52	0.40	1.72
18.560	0.53	0.41	-1.28
18.580	0.54	0.35	-1.52
18.600	0.55	0.35	0.19
18.620	0.55	0.36	0.57
18.640	0.56	0.37	0.18
18.660	0.57	0.36	-0.75
18.680	0.58	0.34	-0.79
18.700	0.58	0.33	-0.32
18.720	0.59	0.33	-0.42
18.740	0.59	0.31	0.76
18.760	0.60	0.36	0.86
18.780	0.61	0.35	-1.84
18.800	0.61	0.28	-1.71
18.820	0.62	0.28	-0.40
18.840	0.63	0.27	-0.73
18.860	0.63	0.25	-1.09
18.880	0.64	0.22	0.32
18.900	0.64	0.26	0.58
18.920	0.65	0.25	-2.47
18.940	0.65	0.17	-2.60
18.960	0.65	0.14	-1.09
18.980	0.66	0.12	-0.86
19.000	0.66	0.11	-0.82
19.020	0.66	0.09	-1.28
19.040	0.66	0.06	-1.42
19.060	0.66	0.03	-1.09
19.080	0.66	0.01	-2.16
19.100	0.66	-0.05	-2.26
19.120	0.66	-0.08	0.08
19.140	0.66	-0.05	1.86
19.160	0.66	0.00	-0.69
19.180	0.66	-0.08	-4.15
19.200	0.66	-0.17	-1.09
19.220	0.65	-0.12	0.46
19.240	0.65	-0.15	-1.10
19.260	0.65	-0.17	-0.86
19.280	0.64	-0.18	-0.86
19.300	0.64	-0.20	-0.86
19.320	0.64	-0.22	-0.75
19.340	0.63	-0.23	-2.04
19.360	0.63	-0.30	-2.39
19.380	0.62	-0.33	0.42
19.400	0.61	-0.28	0.64
19.420	0.61	-0.30	-0.60
19.440	0.60	-0.31	0.14
19.460	0.60	-0.30	-0.28
19.480	0.59	-0.32	-0.92
19.500	0.58	-0.33	-0.24
19.520	0.58	-0.33	0.21
19.540	0.57	-0.32	-1.17
19.560	0.56	-0.37	-1.48
19.580	0.56	-0.38	0.95
19.600	0.55	-0.34	1.26
19.620	0.54	-0.33	0.22
19.640	0.54	-0.33	0.11
19.660	0.53	-0.33	0.10
19.680	0.52	-0.32	0.21
19.700	0.52	-0.32	0.32
19.720	0.51	-0.31	0.44
19.740	0.50	-0.30	0.31
19.760	0.50	-0.30	0.52
19.780	0.49	-0.28	0.78
19.800	0.49	-0.27	0.43
19.820	0.48	-0.26	0.41
19.840	0.48	-0.25	0.75
19.860	0.47	-0.23	0.86
19.880	0.47	-0.22	0.87
19.900	0.46	-0.20	0.75
19.920	0.46	-0.19	0.75
19.940	0.45	-0.17	0.87
19.960	0.45	-0.15	0.75
19.980	0.45	-0.14	0.85
20.000	0.45	-0.12	0.98
20.020	0.44	-0.10	0.85
20.040	0.44	-0.08	1.07
20.060	0.44	-0.06	1.20
20.080	0.44	-0.04	0.97
20.100	0.44	-0.02	0.85
20.120	0.44	0.00	0.96
20.140	0.44	0.02	1.08
20.160	0.44	0.04	0.97
20.180	0.44	0.06	0.86
20.200	0.44	0.08	0.85
20.220	0.44	0.09	0.97
20.240	0.45	0.11	0.98
20.260	0.45	0.13	0.74
20.280	0.45	0.14	0.85
20.300	0.45	0.17	0.99
20.320	0.46	0.18	0.64
20.340	0.46	0.19	0.63
20.360	0.47	0.21	0.88
20.380	0.47	0.23	0.55
20.400	0.47	0.23	0.30
20.420	0.48	0.24	0.64
20.440	0.48	0.26	0.65
20.460	0.49	0.27	0.54
20.480	0.49	0.28	0.55
20.500	0.50	0.29	0.33
20.520	0.51	0.29	0.13
20.540	0.51	0.29	1.29
20.560	0.52	0.34	1.48
20.580	0.53	0.35	-1.18
20.600	0.53	0.30	-1.28
20.620	0.54	0.30	0.12
20.640	0.54	0.30	0.02
20.660	0.55	0.30	-0.21
20.680	0.56	0.29	-0.21
20.700	0.56	0.29	-0.20
20.720	0.57	0.28	-0.43
20.740	0.57	0.28	-0.43
20.760	0.58	0.27	-0.46
20.780	0.58	0.26	-0.08
20.800	0.59	0.26	-0.50
20.820	0.59	0.24	0.31
20.840	0.60	0.28	0.75
20.860	0.61	0.27	-1.93
20.880	0.61	0.20	-2.05
20.900	0.61	0.19	-0.64
20.920	0.62	0.17	-0.63
20.940	0.62	0.16	-0.74
20.960	0.62	0.14	-0.86
20.980	0.63	0.13	-0.85
21.000	0.63	0.11	-0.97
21.020	0.63	0.09	-0.97
21.040	0.63	0.07	-0.96
21.060	0.63	0.05	-1.08
21.080	0.63	0.03	-0.98
21.100	0.63	0.01	-0.87
21.120	0.63	-0.01	-0.76
21.140	0.63	-0.02	-0.64
21.160	0.63	-0.03	-0.72
21.180	0.63	-0.05	-1.08
21.200	0.63	-0.08	-1.00
21.220	0.63	-0.09	-1.93
21.240	0.63	-0.15	-2.26
21.260	0.62	-0.18	0.30
21.280	0.62	-0.14	0.65
21.300	0.62	-0.15	-0.75
21.320	0.61	-0.17	-0.78
21.340	0.61	-0.18	-0.43
21.360	0.61	-0.19	-0.40
21.380	0.60	-0.20	-0.78
21.400	0.60	-0.22	-0.47
21.420	0.59	-0.22	0.04
21.440	0.59	-0.22	-0.31
21.460	0.59	-0.23	-1.96
21.480	0.58	-0.30	-0.33
21.500	0.57	-0.24	1.28
21.520	0.57	-0.25	-1.50
21.540	0.56	-0.31	-0.22
21.560	0.56	-0.25	1.39
21.580	0.55	-0.25	0.12
21.600	0.55	-0.25	-0.11
21.620	0.54	-0.25	-0.13
21.640	0.54	-0.25	0.21
21.660	0.53	-0.25	0.34
21.680	0.53	-0.24	0.11
21.700	0.52	-0.24	0.09
21.720	0.52	-0.24	0.32
21.740	0.51	-0.23	0.42
21.760	0.51	-0.22	0.54
21.780	0.51	-0.21	0.55
21.800	0.50	-0.20	0.42
21.820	0.50	-0.19	0.54
21.840	0.49	-0.18	0.54
21.860	0.49	-0.17	0.53
21.880	0.49	-0.16	0.65
21.900	0.48	-0.14	0.65
21.920	0.48	-0.13	0.64
21.940	0.48	-0.12	0.75
21.960	0.48	-0.10	0.76
21.980	0.48	-0.09	0.63
22.000	0.47	-0.07	0.86
22.020	0.47	-0.05	0.88
22.040	0.47	-0.04	0.64
22.060	0.47	-0.03	0.75
22.080	0.47	-0.01	0.87
22.100	0.47	0.01	0.76
22.120	0.47	0.02	0.64
22.140	0.47	0.03	0.75
22.160	0.47	0.05	0.75
22.180	0.47	0.06	0.74
22.200	0.47	0.08	0.87
22.220	0.48	0.10	0.65
22.240	0.48	0.11	0.52
22.260	0.48	0.12	0.76
22.280	0.48	0.14	0.66
22.300	0.49	0.15	0.42
22.320	0.49	0.15	0.54
22.340	0.49	0.17	0.54
22.360	0.50	0.18	0.54
22.380	0.50	0.19	0.54
22.400	0.50	0.20	0.43
22.420	0.51	0.21	0.36
22.440	0.51	0.21	1.30
22.460	0.52	0.26	1.33
22.480	0.52	0.27	-0.84
22.500	0.53	0.22	-1.16
22.520	0.53	0.22	0.11
22.540	0.54	0.23	0.13
22.560	0.54	0.22	-0.23
22.580	0.54	0.22	2.80E-4
22.600	0.55	0.22	0.02
22.620	0.55	0.22	-0.21
22.640	0.56	0.22	-0.33
22.660	0.56	0.21	-0.24
22.680	0.57	0.21	0.13
22.700	0.57	0.21	-0.17
22.720	0.57	0.20	-0.75
22.740	0.58	0.18	-0.77
22.760	0.58	0.17	-0.57
22.780	0.58	0.16	-0.10
22.800	0.59	0.16	-0.17
22.820	0.59	0.15	-0.76
22.840	0.59	0.13	-0.65
22.860	0.60	0.13	-0.52
22.880	0.60	0.11	-0.75
22.900	0.60	0.10	-0.75
22.920	0.60	0.08	-0.74
22.940	0.60	0.07	-0.88
22.960	0.61	0.05	-0.64
22.980	0.61	0.04	-0.63
23.000	0.61	0.02	-0.88
23.020	0.61	0.01	-0.64
23.040	0.61	0.00	-0.63
23.060	0.61	-0.02	-0.88
23.080	0.61	-0.04	-0.63
23.100	0.61	-0.05	-0.86
23.120	0.60	-0.07	-0.88
23.140	0.60	-0.08	-0.64
23.160	0.60	-0.10	-0.76
23.180	0.60	-0.11	-0.62
23.200	0.60	-0.12	-1.03
23.220	0.59	-0.15	-0.25
23.240	0.59	-0.13	0.30
23.260	0.59	-0.14	-0.76
23.280	0.59	-0.16	-0.66
23.300	0.58	-0.17	-0.42
23.320	0.58	-0.18	-0.56
23.340	0.57	-0.19	-0.23
23.360	0.57	-0.19	-1.39
23.380	0.57	-0.24	-1.70
23.400	0.56	-0.26	0.83
23.420	0.56	-0.21	1.28
23.440	0.55	-0.21	0.02
23.460	0.55	-0.21	-0.23
23.480	0.54	-0.22	-0.02
23.500	0.54	-0.21	0.23
23.520	0.54	-0.21	0.01
23.540	0.53	-0.21	-0.12
23.560	0.53	-0.21	0.10
23.580	0.52	-0.21	0.22
23.600	0.52	-0.20	0.21
23.620	0.52	-0.20	0.31
23.640	0.51	-0.19	0.44
23.660	0.51	-0.18	0.32
23.680	0.50	-0.18	0.32
23.700	0.50	-0.17	0.43
23.720	0.50	-0.16	0.42
23.740	0.49	-0.15	0.53
23.760	0.49	-0.14	0.65
23.780	0.49	-0.13	0.54
23.800	0.49	-0.12	0.52
23.820	0.48	-0.10	0.75
23.840	0.48	-0.09	0.77
23.860	0.48	-0.07	0.54
23.880	0.48	-0.07	0.52
23.900	0.48	-0.05	0.75
23.920	0.48	-0.04	0.87
23.940	0.48	-0.02	0.76
23.960	0.48	-0.01	0.64
23.980	0.48	0.01	0.75
24.000	0.48	0.02	0.76
24.020	0.48	0.04	0.64
24.040	0.48	0.05	0.64
24.060	0.48	0.06	0.74
24.080	0.48	0.08	0.87
24.100	0.48	0.10	0.64
24.120	0.48	0.11	0.63
24.140	0.49	0.12	0.88
24.160	0.49	0.14	0.55
24.180	0.49	0.15	0.31
24.200	0.50	0.15	0.53
24.220	0.50	0.17	0.64
24.240	0.50	0.18	0.65
24.260	0.51	0.19	0.54
24.280	0.51	0.20	0.44
24.300	0.51	0.21	0.24
24.320	0.52	0.21	1.39
24.340	0.52	0.27	1.69
24.360	0.53	0.28	-0.96
24.380	0.53	0.23	-1.17
24.400	0.54	0.23	0.21
24.420	0.54	0.24	0.23
24.440	0.55	0.24	0.03
24.460	0.55	0.24	-0.34
24.480	0.56	0.23	-0.14
24.500	0.56	0.23	0.33
24.520	0.57	0.24	0.27
24.540	0.57	0.24	-0.38
24.560	0.58	0.23	-1.01
24.580	0.58	0.20	-0.48
24.600	0.58	0.21	0.26
24.620	0.59	0.21	-0.29
24.640	0.59	0.19	-0.65
24.660	0.60	0.19	-0.64
24.680	0.60	0.17	0.63
24.700	0.60	0.21	1.08
24.720	0.61	0.21	-1.59
24.740	0.61	0.15	-1.91
24.760	0.61	0.14	-0.85
24.780	0.62	0.11	-0.99
24.800	0.62	0.10	-0.75
24.820	0.62	0.08	-0.76
24.840	0.62	0.07	-0.64
24.860	0.62	0.06	-0.62
24.880	0.62	0.04	-0.83
24.900	0.62	0.02	-2.51
24.920	0.63	-0.06	-2.43
24.940	0.62	-0.07	2.43
24.960	0.62	0.04	0.54
24.980	0.62	-0.05	-2.17
25.000	0.62	-0.05	-0.60
25.020	0.62	-0.08	-1.16
25.040	0.62	-0.10	-1.33
25.060	0.62	-0.13	-2.38
25.080	0.61	-0.19	0.40
25.100	0.61	-0.11	0.95
25.120	0.61	-0.15	-1.46
25.140	0.60	-0.17	-0.77
25.160	0.60	-0.18	-0.51
25.180	0.60	-0.19	-0.84
25.200	0.59	-0.22	-1.15
25.220	0.59	-0.24	-0.24
25.240	0.58	-0.23	0.25
25.260	0.58	-0.23	-1.61
25.280	0.57	-0.29	-1.83
25.300	0.57	-0.30	0.97
25.320	0.56	-0.25	1.07
25.340	0.56	-0.26	-0.22
25.360	0.55	-0.26	-0.22
25.380	0.55	-0.27	-0.11
25.400	0.54	-0.27	-0.12
25.420	0.54	-0.27	-0.01
25.440	0.53	-0.27	0.12
25.460	0.53	-0.27	-0.12
25.480	0.52	-0.27	0.09
25.500	0.51	-0.26	0.34
25.520	0.51	-0.26	0.10
25.540	0.50	-0.26	0.19
25.560	0.50	-0.25	0.54
25.580	0.49	-0.24	0.55
25.600	0.49	-0.23	0.43
25.620	0.49	-0.22	0.43
25.640	0.48	-0.21	0.42
25.660	0.48	-0.20	0.53
25.680	0.47	-0.19	0.65
25.700	0.47	-0.18	0.64
25.720	0.47	-0.16	0.75
25.740	0.46	-0.15	0.75
25.760	0.46	-0.13	0.75
25.780	0.46	-0.12	0.87
25.800	0.46	-0.10	0.75
25.820	0.45	-0.09	0.75
25.840	0.45	-0.07	0.85
25.860	0.45	-0.05	0.97
25.880	0.45	-0.03	0.98
25.900	0.45	-0.01	0.75
25.920	0.45	0.00	0.74
25.940	0.45	0.02	0.96
25.960	0.45	0.04	1.08
25.980	0.45	0.06	0.97
26.000	0.45	0.08	0.86
26.020	0.45	0.09	0.86
26.040	0.46	0.11	0.86
26.060	0.46	0.13	0.87
26.080	0.46	0.15	0.76
26.100	0.46	0.16	0.64
26.120	0.47	0.17	0.74
26.140	0.47	0.19	0.87
26.160	0.47	0.21	0.76
26.180	0.48	0.22	0.64
26.200	0.48	0.23	0.76
26.220	0.49	0.25	0.65
26.240	0.49	0.26	0.54
26.260	0.50	0.27	0.55
26.280	0.50	0.28	0.32
26.300	0.51	0.28	0.24
26.320	0.52	0.29	1.40
26.340	0.52	0.34	1.45
26.360	0.53	0.35	-0.86
26.380	0.53	0.30	-0.92
26.400	0.54	0.31	-0.03
26.420	0.55	0.30	0.33
26.440	0.55	0.32	0.28
26.460	0.56	0.31	-0.57
26.480	0.57	0.30	-0.08
26.500	0.57	0.31	-0.42
26.520	0.58	0.28	-0.60
26.540	0.58	0.29	0.26
26.560	0.59	0.29	-0.30
26.580	0.60	0.28	-0.66
26.600	0.60	0.27	0.88
26.620	0.61	0.31	0.86
26.640	0.61	0.30	-1.83
26.660	0.62	0.24	-1.93
26.680	0.62	0.22	-0.64
26.700	0.63	0.21	-0.62
26.720	0.63	0.20	-0.83
26.740	0.64	0.18	-1.20
26.760	0.64	0.15	-1.02
26.780	0.64	0.14	-0.38
26.800	0.64	0.14	-1.08
26.820	0.65	0.09	0.33
26.840	0.65	0.15	-0.68
26.860	0.65	0.07	-4.30
26.880	0.65	-0.02	-0.66
26.900	0.65	0.04	0.93
26.920	0.65	0.01	-1.07
26.940	0.65	0.00	-1.04
26.960	0.65	-0.03	-1.43
26.980	0.65	-0.06	-1.11
27.000	0.65	-0.07	-0.74
27.020	0.65	-0.09	-0.71
27.040	0.65	-0.10	-2.60
27.060	0.64	-0.19	-1.39
27.080	0.64	-0.16	2.54
27.100	0.64	-0.09	-0.48
27.120	0.63	-0.17	-3.80
27.140	0.63	-0.24	-2.33
27.160	0.62	-0.27	-0.25
27.180	0.62	-0.25	0.11
27.200	0.61	-0.26	0.14
27.220	0.61	-0.25	-0.17
27.240	0.60	-0.27	-0.67
27.260	0.60	-0.27	-1.81
27.280	0.59	-0.34	-0.89
27.300	0.59	-0.31	2.45
27.320	0.58	-0.24	-1.28
27.340	0.58	-0.36	-3.12
27.360	0.57	-0.37	1.08
27.380	0.56	-0.32	1.07
27.400	0.55	-0.33	-0.24
27.420	0.55	-0.33	0.12
27.440	0.54	-0.32	0.01
27.460	0.53	-0.33	-0.12
27.480	0.53	-0.33	0.10
27.500	0.52	-0.32	0.22
27.520	0.52	-0.32	0.10
27.540	0.51	-0.32	0.19
27.560	0.50	-0.31	0.55
27.580	0.50	-0.30	0.43
27.600	0.49	-0.29	0.42
27.620	0.48	-0.28	0.66
27.640	0.48	-0.27	0.43
27.660	0.47	-0.26	0.41
27.680	0.47	-0.25	0.75
27.700	0.46	-0.23	0.87
27.720	0.46	-0.22	0.76
27.740	0.46	-0.20	0.64
27.760	0.45	-0.19	0.74
27.780	0.45	-0.17	0.97
27.800	0.44	-0.15	0.98
27.820	0.44	-0.13	0.75
27.840	0.44	-0.12	0.85
27.860	0.44	-0.10	1.08
27.880	0.44	-0.08	1.08
27.900	0.43	-0.06	1.08
27.920	0.43	-0.04	0.97
27.940	0.43	-0.02	0.96
27.960	0.43	0.00	1.08
27.980	0.43	0.02	0.97
28.000	0.43	0.04	0.96
28.020	0.43	0.06	1.08
28.040	0.44	0.08	0.97
28.060	0.44	0.10	0.85
28.080	0.44	0.12	0.96
28.100	0.44	0.14	1.09
28.120	0.45	0.16	0.87
28.140	0.45	0.18	0.74
28.160	0.45	0.19	0.87
28.180	0.46	0.21	0.75
28.200	0.46	0.22	0.75
28.220	0.47	0.24	0.76
28.240	0.47	0.25	0.64
28.260	0.48	0.27	0.64
28.280	0.48	0.28	0.65
28.300	0.49	0.29	0.54
28.320	0.49	0.30	0.53
28.340	0.50	0.31	0.59
28.360	0.51	0.32	1.42
28.380	0.51	0.37	1.23
28.400	0.52	0.37	-0.97
28.420	0.53	0.33	-0.93
28.440	0.53	0.34	0.13
28.460	0.54	0.34	-0.22
28.480	0.55	0.33	-0.11
28.500	0.55	0.33	-0.09
28.520	0.56	0.32	-0.38
28.540	0.57	0.32	0.35
28.560	0.57	0.34	0.08
28.580	0.58	0.32	-1.01
28.600	0.59	0.30	-0.44
28.620	0.59	0.30	-0.41
28.640	0.60	0.28	0.62
28.660	0.60	0.33	1.21
28.680	0.61	0.33	-1.82
28.700	0.62	0.25	-2.03
28.720	0.62	0.25	-0.85
28.740	0.63	0.22	-1.00
28.760	0.63	0.21	-0.52
28.780	0.63	0.20	-0.73
28.800	0.64	0.18	-0.99
28.820	0.64	0.16	-0.72
28.840	0.64	0.15	-1.05
28.860	0.65	0.12	-1.33
28.880	0.65	0.10	-0.86
28.900	0.65	0.08	-0.84
28.920	0.65	0.06	-1.08
28.940	0.65	0.04	-0.98
28.960	0.65	0.02	-0.84
28.980	0.65	0.01	-1.06
29.000	0.65	-0.02	-1.20
29.020	0.65	-0.04	-0.99
29.040	0.65	-0.06	-0.75
29.060	0.65	-0.07	-0.72
29.080	0.65	-0.09	-1.08
29.100	0.65	-0.11	-1.11
29.120	0.64	-0.13	-0.61
29.140	0.64	-0.14	-2.25
29.160	0.64	-0.22	-2.67
29.180	0.63	-0.25	0.85
29.200	0.63	-0.19	1.18
29.220	0.63	-0.20	-1.30
29.240	0.62	-0.24	-1.25
29.260	0.62	-0.25	-0.42
29.280	0.61	-0.26	-0.54
29.300	0.61	-0.27	-0.55
29.320	0.60	-0.28	-0.46
29.340	0.59	-0.29	0.00
29.360	0.59	-0.28	-1.38
29.380	0.58	-0.34	-1.83
29.400	0.58	-0.35	0.96
29.420	0.57	-0.31	1.17
29.440	0.56	-0.31	0.02
29.460	0.56	-0.30	-0.22
29.480	0.55	-0.31	-0.13
29.500	0.54	-0.31	0.23
29.520	0.54	-0.31	3.88E-4
29.540	0.53	-0.31	-0.02
29.560	0.53	-0.31	0.32
29.580	0.52	-0.30	0.33
29.600	0.51	-0.29	0.20
29.620	0.51	-0.29	0.42
29.640	0.50	-0.28	0.55
29.660	0.50	-0.27	0.42
29.680	0.49	-0.26	0.54
29.700	0.49	-0.25	0.54
29.720	0.48	-0.24	0.52
29.740	0.48	-0.22	0.75
29.760	0.47	-0.21	0.76
29.780	0.47	-0.19	0.64
29.800	0.47	-0.18	0.75
29.820	0.46	-0.16	0.86
29.840	0.46	-0.15	0.86
29.860	0.46	-0.13	0.87
29.880	0.45	-0.11	0.75
29.900	0.45	-0.10	0.74
29.920	0.45	-0.08	0.97
29.940	0.45	-0.06	0.97
29.960	0.45	-0.04	0.97
29.980	0.45	-0.02	0.97
30.000	0.45	-0.01	0.85
30.020	0.45	0.01	0.97
30.040	0.45	0.03	0.98
30.060	0.45	0.05	0.75
30.080	0.45	0.06	0.74
30.100	0.45	0.08	0.97
30.120	0.45	0.10	0.98
30.140	0.45	0.12	0.76
30.160	0.46	0.13	0.64
30.180	0.46	0.14	0.74
30.200	0.46	0.16	0.87
30.220	0.47	0.18	0.76
30.240	0.47	0.19	0.64
30.260	0.47	0.21	0.64
30.280	0.48	0.22	0.66
30.300	0.48	0.23	0.43
30.320	0.49	0.24	0.42
30.340	0.49	0.25	0.57
30.360	0.50	0.26	0.00
30.380	0.50	0.25	1.49
30.400	0.51	0.32	1.93
30.420	0.51	0.33	-1.18
30.440	0.52	0.27	-1.29
30.460	0.53	0.27	0.35
30.480	0.53	0.28	0.02
30.500	0.54	0.28	-0.36
30.520	0.54	0.27	0.13
30.540	0.55	0.28	-0.10
30.560	0.55	0.27	-0.24
30.580	0.56	0.27	0.18
30.600	0.56	0.27	-0.77
30.620	0.57	0.24	-0.60
30.640	0.57	0.25	0.30
30.660	0.58	0.25	-0.77
30.680	0.58	0.22	-0.59
30.700	0.59	0.23	0.17
30.720	0.59	0.23	-0.63
30.740	0.60	0.20	-0.88
30.760	0.60	0.19	-0.64
30.780	0.60	0.18	-0.63
30.800	0.61	0.16	-0.75
30.820	0.61	0.15	-0.77
30.840	0.61	0.13	-0.53
30.860	0.62	0.13	-0.62
30.880	0.62	0.11	-0.97
30.900	0.62	0.09	-0.99
30.920	0.62	0.07	-0.76
30.940	0.62	0.06	-0.62
30.960	0.62	0.05	-0.97
30.980	0.63	0.02	-1.00
31.000	0.63	0.01	-0.63
31.020	0.63	-0.01	-0.83
31.040	0.63	-0.03	-1.21
31.060	0.62	-0.06	-0.91
31.080	0.62	-0.06	-0.29
31.100	0.62	-0.07	-0.62
31.120	0.62	-0.09	-1.01
31.140	0.62	-0.11	-0.54
31.160	0.62	-0.11	-0.49
31.180	0.61	-0.13	-1.10
31.200	0.61	-0.15	-0.79
31.220	0.61	-0.16	-0.30
31.240	0.60	-0.17	-0.54
31.260	0.60	-0.18	-0.56
31.280	0.60	-0.19	-0.32
31.300	0.59	-0.19	-0.31
31.320	0.59	-0.20	-0.32
31.340	0.59	-0.21	-1.74
31.360	0.58	-0.27	-1.73
31.380	0.57	-0.28	1.20
31.400	0.57	-0.22	1.07
31.420	0.57	-0.23	-0.22
31.440	0.56	-0.23	-0.11
31.460	0.56	-0.24	-0.12
31.480	0.55	-0.24	0.11
31.500	0.55	-0.23	0.12
31.520	0.54	-0.23	-0.01
31.540	0.54	-0.23	0.10
31.560	0.53	-0.23	0.22
31.580	0.53	-0.22	0.21
31.600	0.52	-0.22	0.32
31.620	0.52	-0.21	0.33
31.640	0.52	-0.21	0.21
31.660	0.51	-0.20	0.31
31.680	0.51	-0.19	0.53
31.700	0.50	-0.18	0.65
31.720	0.50	-0.17	0.55
31.740	0.50	-0.16	0.32
31.760	0.49	-0.16	0.41
31.780	0.49	-0.14	0.75
31.800	0.49	-0.13	0.76
31.820	0.49	-0.11	0.65
31.840	0.48	-0.10	0.65
31.860	0.48	-0.09	0.65
31.880	0.48	-0.07	0.65
31.900	0.48	-0.06	0.64
31.920	0.48	-0.05	0.75
31.940	0.48	-0.03	0.87
31.960	0.48	-0.01	0.76
31.980	0.48	-8.93E-4	0.64
32.000	0.48	0.01	0.64
32.020	0.48	0.02	0.64
32.040	0.48	0.04	0.64
32.060	0.48	0.05	0.74
32.080	0.48	0.07	0.87
32.100	0.48	0.09	0.65
32.120	0.48	0.09	0.51
32.140	0.48	0.11	0.87
32.160	0.49	0.13	0.68
32.180	0.49	0.13	0.08
32.200	0.49	0.13	0.41
32.220	0.50	0.15	0.77
32.240	0.50	0.16	0.44
32.260	0.50	0.17	0.32
32.280	0.51	0.18	0.23
32.300	0.51	0.18	1.50
32.320	0.51	0.24	1.70
32.340	0.52	0.24	-1.08
32.360	0.52	0.19	-1.06
32.380	0.53	0.20	0.35
32.400	0.53	0.21	0.02
32.420	0.53	0.20	-0.23
32.440	0.54	0.20	-0.02
32.460	0.54	0.20	0.25
32.480	0.55	0.21	-0.20
32.500	0.55	0.19	-0.47
32.520	0.55	0.19	0.12
32.540	0.56	0.20	0.03
32.560	0.56	0.19	-0.33
32.580	0.57	0.19	-0.21
