Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
9,060	0,59	0,22	-1,07
9,080	0,59	0,17	-1,28
9,100	0,60	0,17	2,60E-13
9,120	0,60	0,17	0,01
9,140	0,60	0,17	-0,09
9,160	0,61	0,17	-0,31
9,180	0,61	0,16	-0,42
9,200	0,61	0,15	-0,55
9,220	0,62	0,14	-0,47
9,240	0,62	0,13	0,03
9,260	0,62	0,14	-0,30
9,280	0,62	0,12	-0,56
9,300	0,63	0,12	-0,30
9,320	0,63	0,11	-0,52
9,340	0,63	0,10	-0,75
9,360	0,63	0,08	-0,78
9,380	0,63	0,06	-0,41
9,400	0,63	0,06	-0,62
9,420	0,64	0,04	-0,88
9,440	0,64	0,03	-0,65
9,460	0,64	0,01	-0,54
9,480	0,64	0,01	-0,52
9,500	0,64	-0,01	-0,76
9,520	0,64	-0,03	-0,65
9,540	0,64	-0,03	-0,64
9,560	0,63	-0,05	-0,77
9,580	0,63	-0,06	-0,53
9,600	0,63	-0,07	-0,62
9,620	0,63	-0,09	-1,00
9,640	0,63	-0,11	-0,68
9,660	0,63	-0,12	-0,20
9,680	0,62	-0,12	-0,44
9,700	0,62	-0,13	-0,32
9,720	0,62	-0,13	-0,30
9,740	0,62	-0,15	-0,57
9,760	0,61	-0,15	-0,23
9,780	0,61	-0,15	0,04
9,800	0,61	-0,15	-0,41
9,820	0,60	-0,17	-0,69
9,840	0,60	-0,18	-0,12
9,860	0,60	-0,18	2,26E-4
9,880	0,59	-0,18	0,07
9,900	0,59	-0,17	-0,85
9,920	0,59	-0,22	-1,15
9,940	0,58	-0,22	1,17
9,960	0,58	-0,17	1,50
9,980	0,57	-0,16	0,22
10,000	0,57	-0,16	0,09
10,020	0,57	-0,16	0,33
10,040	0,56	-0,15	0,22
10,060	0,56	-0,15	0,19
10,080	0,56	-0,14	0,54
10,100	0,56	-0,13	0,54
10,120	0,55	-0,12	0,54
10,140	0,55	-0,10	0,55
10,160	0,55	-0,10	0,41
10,180	0,55	-0,09	0,65
10,200	0,55	-0,07	0,66
10,220	0,54	-0,06	0,42
10,240	0,54	-0,05	0,53
10,260	0,54	-0,04	0,65
10,280	0,54	-0,03	0,65
10,300	0,54	-0,01	0,64
10,320	0,54	0,00	0,75
10,340	0,54	0,02	0,77
10,360	0,54	0,03	0,54
10,380	0,54	0,04	0,52
10,400	0,54	0,05	0,76
10,420	0,54	0,07	0,66
10,440	0,55	0,08	0,42
10,460	0,55	0,08	0,53
10,480	0,55	0,10	0,65
10,500	0,55	0,11	0,55
10,520	0,55	0,12	0,31
10,540	0,56	0,12	0,41
10,560	0,56	0,14	0,65
10,580	0,56	0,15	0,55
10,600	0,57	0,16	0,33
10,620	0,57	0,16	0,12
10,640	0,57	0,16	1,29
10,660	0,57	0,21	1,48
10,680	0,58	0,22	-0,95
10,700	0,58	0,18	-1,28
10,720	0,59	0,17	-0,02
10,740	0,59	0,18	0,22
10,760	0,59	0,18	0,11
10,780	0,60	0,18	0,12
10,800	0,60	0,19	0,03
10,820	0,61	0,18	-0,33
10,840	0,61	0,17	-0,20
10,860	0,61	0,17	-0,40
10,880	0,62	0,16	-0,80
10,900	0,62	0,14	-0,23
10,920	0,62	0,15	0,05
10,940	0,62	0,14	-0,53
10,960	0,63	0,13	-0,69
10,980	0,63	0,12	-0,09
11,000	0,63	0,12	-0,26
11,020	0,63	0,11	-0,98
11,040	0,64	0,08	-1,00
11,060	0,64	0,07	0,77
11,080	0,64	0,11	-0,42
11,100	0,64	0,05	-3,36
11,120	0,64	-0,02	-0,64
11,140	0,64	0,02	0,66
11,160	0,64	0,01	-0,76
11,180	0,64	-0,01	-0,76
11,200	0,64	-0,02	0,54
11,220	0,64	0,01	0,88
11,240	0,64	0,01	-3,23
11,260	0,64	-0,12	-2,16
11,280	0,64	-0,08	0,64
11,300	0,64	-0,09	-1,95
11,320	0,63	-0,15	-0,62
11,340	0,63	-0,11	0,39
11,360	0,63	-0,14	-0,47
11,380	0,63	-0,13	0,03
11,400	0,62	-0,14	-0,30
11,420	0,62	-0,15	-0,54
11,440	0,62	-0,16	-0,58
11,460	0,61	-0,17	-0,11
11,480	0,61	-0,16	-0,07
11,500	0,61	-0,17	-0,54
11,520	0,60	-0,18	-0,57
11,540	0,60	-0,19	-0,25
11,560	0,60	-0,19	0,21
11,580	0,59	-0,19	0,34
11,600	0,59	-0,18	0,21
11,620	0,59	-0,18	-1,08
11,640	0,58	-0,22	-1,27
11,660	0,58	-0,23	1,17
11,680	0,57	-0,18	1,49
11,700	0,57	-0,17	0,33
11,720	0,57	-0,16	0,21
11,740	0,56	-0,16	0,31
11,760	0,56	-0,15	0,43
11,780	0,56	-0,14	0,42
11,800	0,55	-0,13	0,53
11,820	0,55	-0,12	0,65
11,840	0,55	-0,11	0,55
11,860	0,55	-0,10	0,42
11,880	0,55	-0,09	0,53
11,900	0,54	-0,08	0,65
11,920	0,54	-0,07	0,54
11,940	0,54	-0,06	0,52
11,960	0,54	-0,04	0,75
11,980	0,54	-0,03	0,76
12,000	0,54	-0,01	0,65
12,020	0,54	0,00	0,64
12,040	0,54	0,01	0,64
12,060	0,54	0,02	0,64
12,080	0,54	0,04	0,64
12,100	0,54	0,05	0,65
12,120	0,54	0,06	0,54
12,140	0,54	0,07	0,53
12,160	0,54	0,08	0,64
12,180	0,55	0,10	0,64
12,200	0,55	0,11	0,66
12,220	0,55	0,12	0,45
12,240	0,55	0,13	0,20
12,260	0,56	0,13	0,41
12,280	0,56	0,15	0,66
12,300	0,56	0,16	0,45
12,320	0,57	0,16	0,22
12,340	0,57	0,17	0,11
12,360	0,57	0,17	-9,69E-4
12,380	0,58	0,17	1,41
12,400	0,58	0,22	1,48
12,420	0,58	0,23	-0,97
12,440	0,59	0,18	-1,04
12,460	0,59	0,19	-0,10
12,480	0,59	0,18	-0,22
12,500	0,60	0,18	-0,12
12,520	0,60	0,18	0,02
12,540	0,61	0,18	-0,20
12,560	0,61	0,17	-0,43
12,580	0,61	0,16	-0,43
12,600	0,62	0,15	-0,45
12,620	0,62	0,14	-0,23
12,640	0,62	0,14	0,05
12,660	0,62	0,14	-0,52
12,680	0,63	0,12	-0,79
12,700	0,63	0,11	-0,30
12,720	0,63	0,11	-0,52
12,740	0,63	0,09	-0,75
12,760	0,64	0,08	-0,75
12,780	0,64	0,06	-0,76
12,800	0,64	0,05	-0,64
12,820	0,64	0,04	-0,65
12,840	0,64	0,02	-0,54
12,860	0,64	0,01	-0,52
12,880	0,64	0,00	-0,75
12,900	0,64	-0,02	-0,74
12,920	0,64	-0,03	-0,88
12,940	0,64	-0,05	-0,69
12,960	0,64	-0,06	-0,16
12,980	0,64	-0,06	-0,86
13,000	0,63	-0,09	-0,92
13,020	0,63	-0,09	-0,17
13,040	0,63	-0,10	-0,76
13,060	0,63	-0,12	-0,70
13,080	0,63	-0,12	0,04
13,100	0,62	-0,12	-0,42
13,120	0,62	-0,14	-0,58
13,140	0,62	-0,15	-0,09
13,160	0,61	-0,15	-0,29
13,180	0,61	-0,16	-0,66
13,200	0,61	-0,17	-0,46
13,220	0,61	-0,18	-0,13
13,240	0,60	-0,18	0,11
13,260	0,60	-0,17	0,11
13,280	0,59	-0,17	0,11
13,300	0,59	-0,17	0,12
13,320	0,59	-0,17	-0,01
