Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
12,740	0,49	-0,01	-0,33
12,760	0,49	0,08	4,96
12,780	0,50	0,19	0,04
12,800	0,50	0,09	-2,36
12,820	0,50	0,10	0,78
12,840	0,50	0,12	0,47
12,860	0,50	0,12	-0,08
12,880	0,51	0,11	-0,58
12,900	0,51	0,09	-0,06
12,920	0,51	0,11	0,92
12,940	0,51	0,13	0,14
12,960	0,52	0,12	-0,36
12,980	0,52	0,12	0,13
13,000	0,52	0,12	1,42
13,020	0,52	0,17	1,25
13,040	0,53	0,17	-1,31
13,060	0,53	0,12	-1,16
13,080	0,53	0,12	0,10
13,100	0,53	0,12	0,21
13,120	0,54	0,13	0,25
13,140	0,54	0,13	-0,23
13,160	0,54	0,12	-0,02
13,180	0,55	0,13	0,22
13,200	0,55	0,13	0,10
13,220	0,55	0,14	0,24
13,240	0,55	0,14	-0,11
13,260	0,56	0,13	-0,15
13,280	0,56	0,14	0,43
13,300	0,56	0,15	0,50
13,320	0,56	0,16	-0,40
13,340	0,57	0,13	-0,83
13,360	0,57	0,12	0,17
13,380	0,57	0,14	0,80
13,400	0,58	0,16	0,30
13,420	0,58	0,15	-0,76
13,440	0,58	0,12	-0,76
13,460	0,58	0,12	0,75
13,480	0,59	0,15	0,87
13,500	0,59	0,16	-0,64
13,520	0,59	0,13	-0,84
13,540	0,60	0,12	0,32
13,560	0,60	0,14	0,41
13,580	0,60	0,14	-0,66
13,600	0,60	0,12	-0,48
13,620	0,61	0,12	0,15
13,640	0,61	0,12	-0,33
13,660	0,61	0,11	-0,24
13,680	0,61	0,11	0,14
13,700	0,62	0,11	-0,21
13,720	0,62	0,10	-0,32
13,740	0,62	0,10	-0,31
13,760	0,62	0,09	-0,43
13,780	0,62	0,08	-0,43
13,800	0,62	0,07	-0,43
13,820	0,63	0,07	-0,43
13,840	0,63	0,06	-0,44
13,860	0,63	0,05	-0,33
13,880	0,63	0,04	-0,21
13,900	0,63	0,04	-0,42
13,920	0,63	0,03	0,76
13,940	0,63	0,07	0,87
13,960	0,63	0,06	-1,72
13,980	0,63	0,00	-3,12
14,000	0,63	-0,06	-2,07
14,020	0,63	-0,08	0,75
14,040	0,63	-0,03	0,88
14,060	0,63	-0,05	-0,66
14,080	0,63	-0,06	-0,55
14,100	0,63	-0,07	-0,43
14,120	0,63	-0,08	-0,40
14,140	0,62	-0,08	-0,76
14,160	0,62	-0,11	-0,67
14,180	0,62	-0,11	-0,39
14,200	0,62	-0,12	-0,86
14,220	0,61	-0,15	-0,89
14,240	0,61	-0,16	-0,56
14,260	0,61	-0,17	-0,31
14,280	0,61	-0,17	-0,43
14,300	0,60	-0,18	-0,44
14,320	0,60	-0,19	-0,32
14,340	0,59	-0,20	-0,32
14,360	0,59	-0,20	-0,29
14,380	0,59	-0,21	-0,76
14,400	0,58	-0,23	-0,68
14,420	0,58	-0,24	-0,10
14,440	0,57	-0,24	-1,61
14,460	0,57	-0,30	-1,84
14,480	0,56	-0,31	1,08
14,500	0,55	-0,26	1,19
14,520	0,55	-0,26	-0,32
14,540	0,54	-0,27	-0,34
14,560	0,54	-0,28	-0,11
14,580	0,53	-0,28	-0,10
14,600	0,53	-0,28	-0,22
14,620	0,52	-0,28	-0,22
14,640	0,52	-0,29	-0,12
14,660	0,51	-0,29	-3,21E-13
14,680	0,51	-0,29	-0,01
14,700	0,50	-0,29	0,10
14,720	0,49	-0,28	0,21
14,740	0,49	-0,28	0,32
14,760	0,48	-0,27	0,34
14,780	0,48	-0,27	0,10
14,800	0,47	-0,27	0,20
14,820	0,47	-0,26	0,44
14,840	0,46	-0,25	0,32
14,860	0,46	-0,25	0,31
14,880	0,45	-0,24	0,53
14,900	0,45	-0,22	0,65
14,920	0,44	-0,21	0,54
14,940	0,44	-0,20	0,53
14,960	0,43	-0,19	0,65
14,980	0,43	-0,18	0,64
15,000	0,43	-0,16	0,75
15,020	0,42	-0,15	0,87
15,040	0,42	-0,13	0,76
15,060	0,42	-0,12	0,64
15,080	0,42	-0,10	0,75
15,100	0,41	-0,09	0,86
15,120	0,41	-0,07	0,85
15,140	0,41	-0,05	0,96
15,160	0,41	-0,03	1,08
15,180	0,41	-0,01	0,97
15,200	0,41	0,01	0,86
15,220	0,41	0,02	0,85
15,240	0,41	0,04	0,97
15,260	0,41	0,06	0,97
15,280	0,41	0,08	0,85
15,300	0,42	0,10	0,96
15,320	0,42	0,12	1,07
15,340	0,42	0,14	1,08
15,360	0,42	0,16	0,97
15,380	0,43	0,18	0,86
15,400	0,43	0,20	0,86
15,420	0,44	0,21	0,87
15,440	0,44	0,23	0,75
15,460	0,44	0,24	0,74
15,480	0,45	0,26	0,97
15,500	0,45	0,28	0,88
15,520	0,46	0,30	0,53
15,540	0,47	0,30	0,63
