Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
11.520	0.24	0.31	1.50
11.540	0.24	0.34	1.51
11.560	0.25	0.37	1.28
11.580	0.26	0.39	1.40
11.600	0.27	0.42	1.29
11.620	0.28	0.45	1.07
11.640	0.29	0.47	1.07
11.660	0.30	0.49	1.07
11.680	0.31	0.51	1.08
11.700	0.32	0.53	0.97
11.720	0.33	0.55	0.75
11.740	0.34	0.56	0.74
11.760	0.35	0.58	0.86
11.780	0.36	0.60	0.76
11.800	0.37	0.61	0.54
11.820	0.38	0.62	0.43
11.840	0.40	0.63	0.44
11.860	0.41	0.64	0.22
11.880	0.42	0.63	0.11
11.900	0.44	0.64	0.11
11.920	0.45	0.64	-0.01
11.940	0.46	0.64	0.11
11.960	0.47	0.64	0.01
11.980	0.49	0.64	-0.22
12.000	0.50	0.64	-0.10
12.020	0.51	0.64	-0.20
12.040	0.52	0.63	-0.52
12.060	0.54	0.62	0.74
12.080	0.55	0.66	1.05
12.100	0.56	0.66	-1.47
12.120	0.58	0.60	-1.90
12.140	0.59	0.58	-0.85
12.160	0.60	0.56	-0.94
12.180	0.61	0.54	-1.17
12.200	0.62	0.52	-1.48
12.220	0.63	0.48	0.89
12.240	0.64	0.55	0.91
12.260	0.65	0.52	-3.49
12.280	0.66	0.41	-2.93
12.300	0.67	0.40	-1.27
12.320	0.68	0.36	-1.54
12.340	0.68	0.34	-1.05
12.360	0.69	0.32	-1.26
12.380	0.70	0.29	-1.51
12.400	0.70	0.26	-1.41
12.420	0.71	0.23	-1.27
12.440	0.71	0.21	-1.49
12.460	0.72	0.18	-1.61
12.480	0.72	0.15	-1.60
12.500	0.72	0.11	-1.74
12.520	0.72	0.08	-1.50
12.540	0.72	0.05	-1.48
12.560	0.73	0.02	-1.73
12.580	0.73	-0.02	-1.61
12.600	0.72	-0.05	-1.61
12.620	0.72	-0.08	-1.63
12.640	0.72	-0.11	-1.50
12.660	0.72	-0.14	-1.61
12.680	0.72	-0.18	-1.64
12.700	0.71	-0.21	-1.39
12.720	0.71	-0.23	-1.51
12.740	0.70	-0.27	-1.55
12.760	0.70	-0.30	-1.07
12.780	0.69	-0.31	-1.15
12.800	0.68	-0.34	-1.55
12.820	0.68	-0.37	-0.91
12.840	0.67	-0.38	-2.78
12.860	0.66	-0.48	-3.34
12.880	0.65	-0.51	0.37
12.900	0.64	-0.47	-0.12
12.920	0.63	-0.52	-1.25
12.940	0.62	-0.52	-0.45
12.960	0.61	-0.53	-1.52
12.980	0.60	-0.58	-2.93
13.000	0.59	-0.65	-1.51
13.020	0.57	-0.64	1.34
13.040	0.56	-0.60	0.85
13.060	0.55	-0.61	-0.43
13.080	0.54	-0.62	-0.44
13.100	0.52	-0.62	-0.33
13.120	0.51	-0.63	-0.22
13.140	0.50	-0.63	-0.22
13.160	0.49	-0.64	-0.11
13.180	0.47	-0.64	-0.10
13.200	0.46	-0.64	-0.23
13.220	0.45	-0.65	-0.02
13.240	0.44	-0.64	0.32
13.260	0.42	-0.63	0.44
13.280	0.41	-0.62	0.32
13.300	0.40	-0.62	0.32
